SERIAL NO.,PRODUCT URL,PRODUCT NAME,PRODUCT PRICE,RATING,NUMBER OF REVIEWS,DESCRIPTION,ASIN,PRODUCT DESCRIPTION,DESCRIPTION.1
164,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mjc3MDE5NjkyODY5NjAwOjE2OTI4ODQ2NzU6c3BfbXRmOjMwMDAwODAyMDU4OTczMjo6MDo6&url=%2FAristocrat-Space-Unisex-Wine-Laptop%2Fdp%2FB0B5YGJQSV%2Fref%3Dsr_1_124_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692884675%26sprefix%3Dba%252Caps%252C283%26sr%3D8-124-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Aristocrat Hi Space 40L Unisex Wine Laptop Bags,"1,051",4.1,11,"
Care Instructions: Hand Wash Only
1)Super spacious - 40 litre space 2)3 Spacious Compartments 3)Quick access front pocket 4)Organizer 5) Premium and Durable Fabric 6)Rain Cover 7) Coin Pocket 8)Padded Grab Handle",B0B5YGJQSV,"Stylish, affordable and spacious compartmentS. Super spacious - 40 litre space 3 Spacious Compartments Quick access front pocket Organizer Premium and Durable Fabric Rain Cover Coin Pocket Padded Grab Handle","VIP Industries Ltd. DGP House, 5th Floor, 88C Old Prabhadevi Road, Mumbai 400025"
165,https://www.amazon.in/Hammonds-Flycatcher-Genuine-Leather-Messenger/dp/B07MDTVDQH/ref=sr_1_125?crid=2M096C61O4MLT&keywords=bags&qid=1692884675&sprefix=ba%2Caps%2C283&sr=8-125,"HAMMONDS FLYCATCHER Genuine Leather Laptop Bag for Men/Office Bag for Men, Brown |Fits Upto 14 Inch Laptop Bag/MacBook |Leather Bag for Men with Shoulder Straps |Crossbody Laptop Messenger Bag for Men","2,417",4.4,2.4K+,"
REAL LEATHER QUALITY : Premium Pure Real LEATHER: Crafted from tough, 100% Full-Grain Leather, which takes hits well and looks even better with age. Full-Grain Leather is the top layer of the buffalo skin which is the most expensive and toughest part. The distinguishing feature of this leather is that the leather may have Two Tone (i.e. shade of two colors), Original leather grain, and leathers are made through a totally 12 complete Process that are inherent characteristics.
MECHANISM:This Messenger Bag Has Main Interior Compartment With front pocket with zip For Added Security And A Fully Lined Interior That Includes Zip Pocket And Slip Pockets For Organization. One Rear Zip Pocket. The Compartment Has Dedicated Space For I Pad, Tablet, Phone & Other Small Accessories.
CRAFTMENSHIP, METAL FITTING AND REINFORCEMENT MATERIAL: Pure Leather Bags Get More Beautiful On Ageing. These Are Not Pu Which Will Contain Shine On Its Surface. Start Your Journey Now this Bag As A Messenger Bag, Shoulder Bag Or Laptop Bag. Suitable For Your School, Office, College, University, Meeting, And Business For Everyday Use. It Also Makes For A Great Present. It Is Also Most Important To Use Good Quality Metal Fittings And Reinforcement Materials.
WARRANTY DETAIL :Genuine Leather Product Can Be Used For Many Years. It Is Long Lasting If It Handled Carefully. Hammonds Flycatcher Offers 1 Year Warranty For The Products Against Any Manufacturing Defect. Keep Your Invoice Safe, If You Find Any Problem Please Contact With Us. You Can Get Fast Replacement Facility From Hammonds Flycatcher ; There might be minor color variation between actual product and image on screen due to photography effect",B07MDTVDQH,"The HAMMONDS FLYCATCHER Laptop Bag for Men is the ultimate blend of style, functionality, and durability. Crafted with pure genuine leather, this messenger bags exudes sophistication and ensures long-lasting performance. Whether you're a frequent traveler, a busy professional, or a student, this leather laptop bag is designed to meet your diverse needs.

With its spacious design and smart organization, this bag keeps your essentials neatly arranged. The main compartment offers ample space for larger items, while the padded laptop compartment provides secure protection for your device up to 14 inches. The inner zipper pocket, wallet pocket, mobile pocket, and pen slots keep your belongings organized and easily accessible.

We understand the importance of comfort, which is why we've designed this office bag/laptop bag with your convenience in mind. The comfortable leather handle allows for easy carrying, while the padded removable shoulder straps offer customizable comfort. Whether you prefer to carry it by the handle or wear it as a shoulder bag, this laptop bag adapts to your preferences.

We stand behind the quality of our products. That's why this laptop bag comes with a 1-year warranty, providing you with peace of mind and assurance of our commitment to your satisfaction.","Hindustan Foam, Kolkata 700039"
166,https://www.amazon.in/Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M/ref=sr_1_126?crid=2M096C61O4MLT&keywords=bags&qid=1692884675&sprefix=ba%2Caps%2C283&sr=8-126,DEIN KLEIDER Men's Nylon Messenger Bag,349,4.0,5.2K+,"
ERGONOMIC DESIGN: This ergonomic bag features zippered security pockets in the front, back and main compartment. The front pockets can be used to hold personal items like identification cards, keys and more while the extra pocket located in the back can be used for the storage of sleek items like mobile devices. The main storage pocket also has enough room to hold your gadgets, small water bottle cables, chargers etc. This bag can fit tablets and devices with screen sizes of up to 10.5.<br>
WATER, DIRT & SLASH RESISTANT: This cross body bag by Dein Kleider is ideal for people who are adventurous and always on the go. Its padded storage is resistant to water, dirt and even a slash by sharp objects, so you dont have to worry about anything. This bag is durable and heavy duty, ensuring that your gadgets and valuables are safely stored.<br>
CRAFTED IN INDIA: Dein Kleider cross body sling is crafted with perfection by professional Indian artisans in an elegant style that makes your presence truly class apart. Its an ideal companion for a comfortable all day carry to school/college, malls, morning walk, office and meetings. It can also be easily used as travel accessory for a train or bus journey.<br>
Outer Material Type: Nylon",B084ZHP97M,"Spacious and convenient, ideal for use as Messenger Bag.perfect product from DEIN KLEIDER for storing in your Objects to take with you for extra storage.",Not Available
167,https://www.amazon.in/Safari-Formal-Backpack-Anti-Theft-VAULT19CBBLK/dp/B07XSTR69N/ref=sr_1_127?crid=2M096C61O4MLT&keywords=bags&qid=1692884675&sprefix=ba%2Caps%2C283&sr=8-127,"Safari 48 Cms Black Formal/Office/Laptop Backpack With Anti-Theft, Lock, Usb And Rfid (Vault19Cbblk)",798,4.0,897,"
Outer Material: Polyester, Color: Black
Vault Anti Theft Backpack with Lock and USB and RFID
USB port; Number of compartments: 1
Laptop Compatibility: Yes, Laptop Size: 17 inches
Age Range Description: Adult; Pocket Description: Utility Pocket; Style Name: Casual Backpack; Closure Type: Zipper
Anti Theft,Fixed Combination Lock",B07XSTR69N,"Vault backpack is the only true ant theft backpack in the market. With an anti theft construction which keeps your laptop close to you, It also has an actual fixed lock so your belongings are always Completely secure. To protect your credit and debit cards, there is a dedicated rid pocket for your wallet. It also comes with a USB port to charge your devices on the go. The main compartment has been thoughtfully designed with tiny pockets so you can keep all your stuff organized.",Safari Industries (India) Ltd
168,https://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903338054702/dp/B012D51GXO/ref=sr_1_128_mod_primary_new?crid=2M096C61O4MLT&keywords=bags&qid=1692884675&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-128,Wildcraft Turnaround Polyester 35 Ltrs Blue Laptop Bag (8903338054702),"1,748",4.4,1.2K+,"
Outer Material: Polyester, Color: Blue
Water Resistance: Water resistant; Dimensions: 35 cms x 19 cms x 47 cms (LxWxH)
Front pocket and front-top pocket for easy access to documents and travel liquids; main upper packing compartment with organizer, expandable storage space, and key clip; hide-away water-bottle pocket; tuck-away I pocket
Number of compartments: 2
Laptop Compatibility: Yes, Size: 16 inches
Light Weight
Durable",B012D51GXO,"The double compartment laptop bag has a padded sleeve for your laptop, an internal organiser and quick access pockets to store your essentials and accessories. With a side mesh pocket for your sipper or water bottle, the backpack has a Ventex back system that reduces perspiration. With ample support from the well cushioned back and a padded quick grab haul loop, this backpack is ideal for everyday use and for travel upto 2 days.",Wildcraft
169,https://www.amazon.in/Gear-Expandable-RainCover-Grey-Black-TLPTURBO00401/dp/B097KDRZ67/ref=sr_1_129?crid=2M096C61O4MLT&keywords=bags&qid=1692884675&sprefix=ba%2Caps%2C283&sr=8-129,Gear Turbo 45L Expandable Water Resistant Antitheft Laptop Bag/Backpack/Briefcase For Men/Women With Raincover (Grey),"1,794",4.4,1.1K+,"
Care Instructions: Hand Wash Only
Ergonomically Designed : Spacious with Multiple Compartments & Pockets : Expandable StorageIntuitive Access : Cushioned Back Panel & Shoulder Straps : Lightweight
Load Stabilizing Adjustable Sternum Strap : Bartacked Load Points : Water Resistant Fabric : Heavy Duty Long Lasting Zippers
Padded Velcro'ed Sleeve fits upto 15.6"" Laptop : Padded Base
Outer material type: Polyester",B097KDRZ67,"Gear bags are designed for the quick commute as well for the long journey. These backpacks can be used as laptop bags, adventure bags and so on. Your favorite travel companion, the backpacks come with enough storage space to carry all your requirements.",Gear
170,https://www.amazon.in/ADISA-Laptop-Backpack-College-z-Black/dp/B09TPY1G1W/ref=sr_1_130?crid=2M096C61O4MLT&keywords=bags&qid=1692884675&sprefix=ba%2Caps%2C283&sr=8-130,ADISA 15.6 inch laptop backpack office bag college travel back pack 32 Ltrs,499,3.9,1.1K+,"
Care Instructions: Wipe with Damp Cloth
Material: Water Resistant Light-Weight Polyester<br>
Compartments: 2 with padding; Laptop Size: 15.6 inch and below<br>
Dimensions: LxWxH - 12.5 x 7.5 x 19 inches<br>
Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders<br>
Closure Type: Zipper<br>",B09TPY1G1W,Not Available,ADISA
171,https://www.amazon.in/Skybags-Unisex-Adjustable-Polyester-Backpack/dp/B0BJ763F7Y/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1692884675&sprefix=ba%2Caps%2C283&sr=8-131,Skybags Kick Unisex Adjustable Strap Polyester Laptop Backpack,"1,379",4.0,74,"
Care Instructions: Wipe with Dry Cloth
Material used: Polyester
1 front slip in pocket
Built to last straps. Slip in file compartment
Multilevel organizer with key chain holder",B0BJ763F7Y,Not Available,"VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India"
172,https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3S5NC1/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1692884675&sprefix=ba%2Caps%2C283&sr=8-132,NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,630,4.0,940,"
COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499g
HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items
CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use
CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.
HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.",B0BL3S5NC1,"If you carry your laptop to and from work, then this laptop bag from Northzone will definitely make travelling easier. Compatibility This backpack can fit a 38.1 cm laptop comfortably. Compartments This bag has three spacious compartments to store the laptop, charger, external devices, and other accessories with ease. Pockets The two mesh pockets on either sides of this black and blue backpack allow you to store a water bottle, ID card and other knick-knacks, so you can access them easily.",Northzone
173,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mjc3MDE5NjkyODY5NjAwOjE2OTI4ODQ2NzU6c3BfYnRmOjIwMDk3NjEyMjMxODk4OjowOjo&url=%2Fuppercase-resistant-sustainable-Rainproof-Detachable%2Fdp%2FB0BC48NDJP%2Fref%3Dsr_1_133_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692884675%26sprefix%3Dba%252Caps%252C283%26sr%3D8-133-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase 22 Ltrs Large (14.6 inch) Laptop Backpack 2900EBP1 Bucket Outdoor 3x more water repellent sustainable bag with Rainproof zipper & Detachable organizer for Men, Women, Boys and Girls , 750 Days warranty","1,600",4.5,32,"
Care Instructions: Wipe with Damp Cloth
Handcrafted with care and made up of premium quality robust material; Wrinkle free bag and 3x more water resistant with Rainproof zippers
Right sized with sturdy stitching; Dimension: (28.6 cm x 17 cm x 46.1 cm)",B0BC48NDJP,Not Available,Acefour Accessories Pvt. Ltd.
174,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mjc3MDE5NjkyODY5NjAwOjE2OTI4ODQ2NzU6c3BfYnRmOjIwMDY5NTA0ODE5Mjk4OjowOjo&url=%2Fuppercase-Overnighter-Backpack-Repellent-Sustainable%2Fdp%2FB0B8NXYFXL%2Fref%3Dsr_1_134_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692884675%26sprefix%3Dba%252Caps%252C283%26sr%3D8-134-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase Medium 21 Ltrs Office Overnighter (14.6 inch) Laptop Backpack 2700EBP1 3x More Water Repellent Sustainable Bags with Rain Proof Zippers, Black","1,800",4.2,35,"
Care Instructions: Wipe with Damp Cloth
Handcrafted with care and made up of premium quality robust material; Wrinkle free bag and 3x more water resistant with Rainproof zippers",B0B8NXYFXL,"Are you bored with the same old U-shaped backpacks? Are you bored about seeing backpacks that are as thin as sheets of paper? Do you frequently travel away from home for a couple of days? This handcrafted uppercase multi-utility backpack is the perfect stylish and sturdy yet lightweight laptop backpack. It is large enough to hold a 14"" laptop and leave you more than enough space to pack all the necessities for an outdoor trip. Whether you are a college student or a working professional, this is an ideal everyday backpack. Designed with care.Spacious compartment that can carry 10+ A4-sized books, a set of clothes, and all your essential chargers and electronics. Front access pocket for you to easily carry important small items. Bottle holder on the side. Convenient trolley sleeve on the back allows it to be securely placed on a trolley for longer journeys.Designed for good - A promise of sustainable and ethical production uppercase is committed to partnering with you in building a world more beautiful. All our products are made from sustainable materials and are GRS (Global Recycle Standard) certified. Our manufacturing processes conform to the highest and most stringent GRS criteria. We ensure fixed working hours, minimum wages, and no child labour. We maintain strict standards in factory safety, energy management, and waste disposal management. We do not use any restricted or harmful chemicals. Every uppercase multi-utility laptop backpack bought helps reduce 10 1-litre plastic bottles from the planet, helps conserve 130ml of crude oil, and prevents 649g of CO₂ emission.",Acefour Accessories Pvt. Ltd.
175,https://www.amazon.in/Gear-Expandable-RainCover-Grey-Black-TLPTURBO00401/dp/B097KDRZ67/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1692884681&sprefix=ba%2Caps%2C283&sr=8-131,Gear Turbo 45L Expandable Water Resistant Antitheft Laptop Bag/Backpack/Briefcase For Men/Women With Raincover (Grey),"1,794",4.4,1.1K+,"
Care Instructions: Hand Wash Only
Ergonomically Designed : Spacious with Multiple Compartments & Pockets : Expandable StorageIntuitive Access : Cushioned Back Panel & Shoulder Straps : Lightweight
Load Stabilizing Adjustable Sternum Strap : Bartacked Load Points : Water Resistant Fabric : Heavy Duty Long Lasting Zippers
Padded Velcro'ed Sleeve fits upto 15.6"" Laptop : Padded Base
Outer material type: Polyester",B097KDRZ67,"Gear bags are designed for the quick commute as well for the long journey. These backpacks can be used as laptop bags, adventure bags and so on. Your favorite travel companion, the backpacks come with enough storage space to carry all your requirements.",Gear
176,https://www.amazon.in/Wesley-Liter-Casual-Daypack-Backpack/dp/B0BVVY98PZ/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1692884681&sprefix=ba%2Caps%2C283&sr=8-132,Wesley 15 Liter Casual Daypack Backpack,239,3.7,192,"
Care Instructions: Hand Wash Only
Wesley Daypack",B0BVVY98PZ,Wesley Daypack,Wesley
177,https://www.amazon.in/Skybags-Unisex-Adjustable-Polyester-Backpack/dp/B0BJ763F7Y/ref=sr_1_133?crid=2M096C61O4MLT&keywords=bags&qid=1692884681&sprefix=ba%2Caps%2C283&sr=8-133,Skybags Kick Unisex Adjustable Strap Polyester Laptop Backpack,"1,379",4.0,74,"
Care Instructions: Wipe with Dry Cloth
Material used: Polyester
1 front slip in pocket
Built to last straps. Slip in file compartment
Multilevel organizer with key chain holder",B0BJ763F7Y,Not Available,"VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India"
178,https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3S5NC1/ref=sr_1_134?crid=2M096C61O4MLT&keywords=bags&qid=1692884681&sprefix=ba%2Caps%2C283&sr=8-134,NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,630,4.0,940,"
COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499g
HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items
CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use
CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.
HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.",B0BL3S5NC1,"If you carry your laptop to and from work, then this laptop bag from Northzone will definitely make travelling easier. Compatibility This backpack can fit a 38.1 cm laptop comfortably. Compartments This bag has three spacious compartments to store the laptop, charger, external devices, and other accessories with ease. Pockets The two mesh pockets on either sides of this black and blue backpack allow you to store a water bottle, ID card and other knick-knacks, so you can access them easily.",Northzone
179,https://www.amazon.in/Mokobara-Backpack-litre-Brown-laptop/dp/B095PC3QPV/ref=sr_1_135?crid=2M096C61O4MLT&keywords=bags&qid=1692884681&sprefix=ba%2Caps%2C283&sr=8-135,"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)","4,799",4.2,204,"
MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months",B095PC3QPV,Not Available,Designed By Mokobara Lifestyle Private Limited
180,https://www.amazon.in/Genie-Heartbeat-compartments-Lightweight-Travelling/dp/B097JJFF6Z/ref=sr_1_136?crid=2M096C61O4MLT&keywords=bags&qid=1692884681&sprefix=ba%2Caps%2C283&sr=8-136,"Genie Heartbeat Backpack for Women 3 compartments, School Bags for Girls, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.",753,4.4,298,"
Made with High Quality fabric. Outer material: Nylon Twill - Soft, Durable and Water Resistant! Capacity: 27 liters, Weight: 440 g, Dimensions: 43 x 30 x 21 cm Warranty: 12 months
3 Spacious compartment: Store your Books, Stationary, Accessories, Lunch boxes, etc. It will store plenty of items. Inside Sleeve/File Holder: To keep your school supplies and important files/documents/sheets seperate Organizer: Keep every single item separately in an arranged manner, with the help of our organizer. Keep all your essentials such as wallet, ticket, cosmetics, etc. 1 side pocket: For holding water bottle, clipping pens or pencil or storing other items.
Easy grab padded handle: For added comfort and convinience to hold the bag. Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!
Light Weight yet Durable to resist the weight of textbooks, stationary, lunch boxes. Can store all your college or office stationary, without any hassle.
Stylish & Cute: This bag is designed for those Millennials and GenZ, who aren't afraid to compromise on Utility or Fashion! It is a perfect, small bag to carry all the daily essentials while using it as a trendy accessory, or a travel bag or as a college backpack.",B097JJFF6Z,"How do you describe a Perfect School Backpack? Spacious enough to carry all the books, yet Light Weight! Multiple Pockets to segregate all the items and keep it easily accessible. An Organizer to keep your each and every school supplies in an arranged manner. Side Pocket to keep the Water Bottle. Water Resistant exteriors to keep all your worries at bay and lastly, latest and trendy design to keep those ""Cute Bagpack"" compliment coming in! Yes. We have that Perfect Bag for you, in our Genie store. Bringing you a cute, stylish and trendy design, Genie Heartbeat School Bag.",Safari
181,https://www.amazon.in/Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ5XY31/ref=sr_1_137?crid=2M096C61O4MLT&keywords=bags&qid=1692884681&sprefix=ba%2Caps%2C283&sr=8-137,Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,819,3.9,10.1K+,"
MADE IN INDIA - This “MAKE IN INDIA” Laptop bag for men features 3 large zippered compartments, 1 zip pocket at front, 2 side bottle pockets. This is a perfect laptop, office, school, college bag for men, women, boys and girls. In deed a perfect all-rounder backpack for men, school bags for boys and girls, College bag for boys and college bag for girls, office bag for men and women.
LAPTOP BAG FEATURES - Compartment Description: Up To 15 Inches; Style Name: Casual Backpack for men. Capacity: 48 liters. Size: 20 inch X 13.5 inch X 9.5 inch.
WATER RESISTANT – This laptop bag for men is stylish and durable unisex travel laptop backpack that is your perfect travel partner. School bags for boys is made of high-grade water-resistant polyester material that gives it strength and durable for long-term use. 12 months warranty for any manufacturing defects.
PADDED LAPTOP SLEEVE AND INTERNAL ORGANISER : Padded Laptop backpack for men has sleeve with holder to secure upto 15.6"" Laptops. This office bag for men is compatible with laptops like HP / Lenovo / Acer / ASUS / Dell. Internal organiser to neatly organise and store your keys, cables, stationary and other valuables from theft.
1 YEAR WARRANTY - We offer 1 Year warranty for any manufacturing defects; BEST BACK SUPPORT - We have designed this laptop bag for men to keep your comfort in mind. Shoulder has 12MM high density padding, with 3D ventilated air foam padding to prevent sweating when you use the bag; Pattern Name: Solid; Age Range Description: Adult; Color Name: MBlue; Special Features: Laptop Compartment; Pattern Name: Solid; Age Range Description: Adult",B08YZ5XY31,Not Available,"Akshaya Rubbers, Hebbal Industrial Area, Mysore"
182,https://www.amazon.in/Anti-Theft-Lightweight-15-6-inch-Multi-pockets-Water-resistant/dp/B0BRZ7RQCF/ref=sr_1_138?crid=2M096C61O4MLT&keywords=bags&qid=1692884681&sprefix=ba%2Caps%2C283&sr=8-138,"Arctic Hunter Slim Backpack Business Anti-Theft Laptop Bag for Men Lightweight Padded Backpack for 15.6-inch Laptop and iPad Multi-pockets Outdoor Medium Water-resistant Bag with USB Port for Office Travel College, Black","2,374",4.5,90,"
Care Instructions: Hand Wash Only
[Multiple Pockets]-- Arctic Hunter original bag,100% guarantee, two-year warranty.1 Main Compartment with 7 inner pockets,includes 1 padded laptop pocket and 1 padded iPad pocket.1 front hidden compartment is anti-theft and large.2 sealed side pockets for umbrella and water bottle, these pockets is suitable for cell phone, 12-15.6 inch laptops, Ipad, books, magazines, pens, keys, wallets, clothes, bottles, folding umbrellas, etc. It makes your items organized and easier to find.
[Water-resistant & Durable] -- This Laptop backpack is made of sturdy water-resistant polyester fabric with double metal zippers. The polyester fabric is soft yet solid, which makes the backpack scratch-resistant, anti-tear and water resistant. Ensure safe and long-lasting use. Perfect for business trips, weekend getaways, shopping, professional office work and other outdoor activities.
[Ergonomics & Multifunction] -- The padded and breathable mesh back panel and the comfortable breathable mesh shoulder straps with abundant sponge pad help relieve stress from your shoulder. There is a suitcase strap in the back, which can be placed in the suitcase when traveling on business, and there is also an anti-theft pocket for storing important things in the anti-theft pocket.
[USB Port Design] -- There is a USB port on the side of the backpack. Easily charge your phone, tablet and other devices without opening your backpack, and enjoy those moments of life listening to your favorite music or taking photos.
[Multipurpose & Light-weight] -- This Backpack can be used as Laptop backpack, 15.6 inch portable backpack, college backpack, high school student backpack, travel backpack, night travel backpack, business laptop, men's and women's backpack, the weight is 800g, adopts lightweight and durable material, you are easy to carry it. Perfect for everyday use.",B0BRZ7RQCF,Not Available,Not Available
183,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MDE4OTM2NDQ5NDI4NjAwOjE2OTI4ODQ2ODE6c3BfbXRmOjIwMTU0MDY0NTI1Mjk4OjowOjo&url=%2FBackpack-Notebook-Compute-Handbag-Packsack%2Fdp%2FB085S1WJKQ%2Fref%3Dsr_1_140_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692884681%26sprefix%3Dba%252Caps%252C283%26sr%3D8-140-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,THE CLOWNFISH Unisex Backpack For Laptop 15.6 inch Bag (Grey with Khaki),"2,999",4.3,52,"
PREMIUM MATERIAL: This stylish attractive backpack is made of wear-resistant, water resistant Nylon fabric in combination of Grey and khaki color. For the inner lining, soft feel polyester fabric is used. The metal fittings, zipper and plastic buckles used are of . Externally cool and wild. Internally the bag is soft and delicate.<br> <br>
Warranty Description: ? One Year Warranty: 1-Year Warranty On This Bag Against Any Manufacturing Defects. Just Keep Your Invoice Safe.; Pocket Description: Utility Pocket; Special Features: Water Bottle Umbrella Pouch; Pattern Name: Solid; Compartment Description: Up To 15 Inches; Age Range Description: Adult <br>",B085S1WJKQ,Not Available,The Clownfish
184,https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BLVNBCX5/ref=sr_1_141?crid=2M096C61O4MLT&keywords=bags&qid=1692884681&sprefix=ba%2Caps%2C283&sr=8-141,Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,699,3.8,634,"
MULTI-FUNCTION COMPARTMENT: HALF MOON laptop bag for men features multiple storage compartments and features for additional supplies and accessories as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more.
DURABLE MATERIAL: The Laptop bag for men / backpack for men has superior quality durable eco-friendly waterproof and anti-scratch polyester and this office bag for men / Laptop backpacks for men features a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities.
COMFORTABLE DESIGN IN LAPTOP BAG FOR MEN: Our backpack for men’s ""S"" Curve adjustable, heavily padded shoulder straps and back panel make the college bags for men comfortable to wear even when loaded with all your gear; Compact: The backpack for men / college bags for men has a roomy three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella.
SIZE OF LAPTOP BAG FOR MEN:18*13*10 inch(L*W*H), Capacity: The office bag for men has capacity of 35L which is bigger than others of the same style. Good size for school, camping, travel, shopping, hiking, climbing, vintage backpack for men and office bag for women.
OTHER FEATURES OF OFFICE BAG FOR MEN: The office bag for men and office bag for women has laptop compartment, Internal Organiser (Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc.",B0BLVNBCX5,"A super-slim design, trendy looks and durable construction - this stylish 35 L backpack from Half Moon has got everything that will complement your youthful personality. With its spacious interiors, this unisex backpack is a great option for short road trips, college and work. Ergonomic design Crafted from polyester, this medium backpack is sturdy enough to withstand regular wear and tear gracefully. It features a cushioned base and internal back padding to offer you extra comfort. The padded shoulder straps of this bag can be easily adjusted according to your liking. Spacious Featuring one front pocket and three main compartments, all with speciality zippers, this bag offers you enough space to carry your books, files, coins, travel accessories, stationery, keys and mobile accessories. It comes with the Half Moon promise of quality.",Half_Moon (AB Amazing Bags)
